"SPECIE"	"SPECIE_NAME"	"TOTAL_PMID_SPECIE"
"M_xolest226_hs_c"	"Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19)"	0
"M_pvs_c"	"pravastatin"	0
"M_m02348c"	"L-carnitine"	0
"M_m01018c"	"4-N-(n-acetyl-D-glucosaminyl)-protein"	0
"M_3bcrn_c"	"3-Hydroxy Butyryl Carnitine"	0
"M_m02347c"	"lc4Cer"	0
"M_m01015m"	"4-methyl-pentanoyl-CoA"	0
"M_m00917c"	"3-succinoylpyridine"	0
"M_hexdectecoa_m"	"2,4,7,10-Hexadecatetraenoyl Coenzyme A"	0
"M_argalaphe_c"	"Arginyl-Alanine-Phenylalanine"	0
"M_lstn_c"	"Losartan"	0
"M_m00690c"	"3(S),12(S)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA"	0
"M_m02346c"	"lc3Cer"	0
"M_glyhisasn_c"	"Glycyl-Histidyl-Asparagine"	0
"M_m02345c"	"lauroyl-CoA"	12
"M_m02478c"	"methyl-indole-3-acetate"	5
"M_m00914c"	"3-phosphonooxypyruvate"	29
"M_6ohfvs_c"	"6-hydroxy-fluvastatin"	0
"M_ptvstm3_c"	"pitavastatin-M3"	0
"M_m02477c"	"methylimidazoleacetic acid"	97
"M_m01014c"	"4-methylpentan-1-ol"	0
"M_m02476c"	"methylimidazole-acetaldehyde"	1
"M_pheleuasp_c"	"Phenylalanyl-Leucyl-Aspartate"	0
"M_m01011c"	"4-methoxy-17beta-estradiol"	0
"M_m00912c"	"3-phosphoadenylylselenate"	0
"M_aspasnglu_c"	"Aspartyl-Asparaginyl-Glutamate"	0
"M_m02342c"	"L-aspartyl-tRNA(asp)"	0
"M_m00913c"	"3-phospho-D-glycerate"	1
"M_m01278c"	"acylglycerone-phosphate"	0
"M_m01012c"	"4-methoxyestrone"	9
"M_m01142r"	"6-(alpha-D-glucosaminyl)-1D-myo-inositol"	0
"M_m00077p"	"(2R,6S,10S)-pristanate"	0
"M_m02341c"	"L-asparaginyl-tRNA(asn)"	0
"M_m01010c"	"4-maleylacetoacetate"	0
"M_m01143c"	"6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol"	0
"M_m00078p"	"(2S)-pristanoyl-CoA"	0
"M_m02340c"	"L-arginyl-tRNA(arg)"	0
"M_hisglnala_c"	"Histidyl-Glutaminyl-Alanine"	0
"M_m01140c"	"5-S-glutathionyl-noradrenochrome hydroquinone"	0
"M_docosdiac_c"	"Docosanedioicacid"	3
"M_glyleu_c"	"Glycylleucine"	72
"M_m01141c"	"5-tetradecenoyl-CoA"	0
"M_trpglutyr_c"	"Tryptophanyl-Glutamyl-Tyrosine"	0
"M_lstnm7_c"	"Losartan-N2-glucuronide / Losartan-M7"	0
"M_atvacylgluc_r"	"atorvastatin-acyl-glucuronide / G2"	0
"M_crvsm31_c"	"cerivastatin-M31"	0
"M_c12dccoa_c"	"Dodecanedioyl Coenzyme A"	0
"M_2hatvacidgluc_c"	"2-hydroxy-atorvastatin-acyl-glucuronide"	0
"M_m03059c"	"tRNA containing 5-methylaminomethyl-2-thiouridylate"	0
"M_lyscyshis_c"	"Lysyl-Cysteinyl-Histidine"	0
"M_hexdiac_c"	"Hexadecanediocacid"	26
"M_m02826c"	"rac-5,6-epoxy-retinoyl-beta-D-glucuronide"	0
"M_m02959c"	"TAG-VLDL pool"	0
"M_m03058c"	"tRNA containing 5-aminomethyl-2-thiouridine"	0
"M_3hadicoa_p"	"3-Hydroxy-Adipoyl Coenzyme A"	0
"M_m00429m"	"18-hydroxycorticosterone"	0
"M_m02825c"	"rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinyl-acetate"	0
"M_trpglngln_c"	"Tryptophanyl-Glutaminyl-Glutamine"	0
"M_m02958c"	"TAG-LD pool"	0
"M_glyphe_c"	"Glycyl-Phenylalanine"	0
"M_m03056c"	"trioxilin B3"	0
"M_m00427c"	"18-hydroxy-all-trans-retinoate"	0
"M_m01625c"	"cyclic-3-hydroxymelatonin"	0
"M_m03055c"	"trioxilin A3"	0
"M_melanin_c"	"Melanin"	0
"M_m00428c"	"18-hydroxy-arachidonate"	13
"M_m01757c"	"D-xylonolactone"	1
"M_6hsmvacid_c"	"6'-beta-hydroxy simvastatin acid"	0
"M_m02955c"	"tagatose-1,6-bisphosphate"	0
"M_3tetd7ecoa_c"	"3-Hydroxy Tetradecenoyl-7 Coenzyme A"	0
"M_3hglutcoa_m"	"3-Hydroxy-Glutaryl Coenzyme A"	0
"M_CE5120_m"	"Trans-2-Cis-8-Tetradecadienoyl Coenzyme A"	0
"M_trpglugly_c"	"Tryptophanyl-Glutamyl-Glycine"	0
"M_m00426c"	"18-HETE"	0
"M_m02954c"	"TAG epoxide"	13
"M_trpthrtyr_c"	"Tryptophanyl-Threonyl-Tyrosine"	0
"M_atvlac_c"	"atorvastatin-lactone"	0
"M_m00423p"	"18-COOH-(16E)-dinor-LTE5-CoA"	0
"M_m01622m"	"crotonyl-CoA"	76
"M_m00689c"	"3(S),12(R)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA"	0
"M_m02953c"	"tachysterol 3"	52
"M_m00556c"	"1-piperideine-6-carboxylate"	18
"M_leutrp_c"	"Leucyl-Tryptophan"	0
"M_m01754c"	"dUDP"	7
"M_m03051c"	"tridecylic acid"	20
"M_m02952c"	"sulfotaurolithocholate"	51
"M_argleuphe_c"	"Arginyl-Leucyl-Phenylalanine"	0
"M_m03050c"	"tridecanoyl-CoA"	1
"M_m00554c"	"1-phosphatidyl-1D-myo-inositol-5-phosphate"	0
"M_m02951c"	"sulfoglycolithocholate"	35
"M_fucfuc12gal14acglcgalgluside_hs_c"	"Ley Glycolipid"	0
"M_tyrglu_c"	"Tyrosyl-Glutamate"	0
"M_m00688c"	"3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA"	0
"M_m00555c"	"1-phosphatidyl-myo-inositol-3,5-bisphosphate"	0
"M_m02950c"	"sulfochenodeoxycholate"	0
"M_m01751c"	"dTDP-glucose"	21
"M_lysglnphe_c"	"Lysyl-Glutaminyl-Phenylalanine"	0
"M_methsucc_c"	"Methyl-Succinate"	0
"M_m00552c"	"1-phosphatidyl-1D-myo-inositol-3-phosphate"	0
"M_ttetddcoa_m"	"Trans5,8Tetradecadienoyl Coenzyme A"	0
"M_m01750c"	"dTDP-galactose"	0
"M_proproarg_c"	"Prolyl-Prolyl-Arginine"	0
"M_m00553c"	"1-phosphatidyl-1D-myo-inositol-4-phosphate"	0
"M_tddedicoa_m"	"Trans3,6Dodecadienoyl Coenzyme A"	0
"M_m00550p"	"1-palmitoyl-dihydroxyacetone-phosphate"	10
"M_m01882c"	"G00081"	0
"M_m01009c"	"4-imidazolone-5-propanoate"	2
"M_m00683c"	"3-(acyloxy)acyl group of bacterial toxin"	0
"M_tyrvalmet_c"	"Tyrosyl-Valyl-Methionine"	0
"M_glc3meacp_c"	"glucuronide-conjugate of 3-methoxy-acetaminophen"	0
"M_m00684c"	"3-(methylthio)propionic acid"	46
"M_m00551c"	"1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate"	0
"M_thexdd_c"	"7Z,10Z-Hexadecadienoic Acid"	0
"M_m01880c"	"G00077"	0
"M_m00681c"	"2-trans-9,12,15,18-all-cis-tetracosapentaenoyl-CoA"	0
"M_m01008c"	"4-hydroxyvitamin A1"	3
"M_m01138c"	"5-S-glutathionyl-dopamine"	0
"M_m00906m"	"3-oxotetradecanoyl-CoA"	0
"M_m00680c"	"2-trans-9,12,15,18,21-all-cis-tetracosahexaenoyl-CoA"	0
"M_trpargala_c"	"Tryptophanyl-Arginyl-Alanine"	0
"M_m01006c"	"4-hydroxyretinoic acid"	16
"M_CE4837_c"	"Tetracosa-9,12,15,18-All-Cis-Tetraenoyl Coenzyme A"	0
"M_m02335c"	"L-alanyl-tRNA(ala)"	0
"M_hisargcys_c"	"Histidyl-Arginyl-Cysteine"	0
"M_m00904c"	"3-oxotetracosanoyl-CoA"	0
"M_m01136c"	"5-S-glutathionyl-aminochrome reduced"	0
"M_m02468m"	"methacrylyl-CoA"	4
"M_m02334c"	"lactosylceramide sulfate"	0
"M_m00905c"	"3-oxotetradecanoyl-[ACP]"	0
"M_m01137c"	"5-S-glutathionyl-dopachrome hydroquinone"	0
"M_m01004c"	"4-hydroxyphenyllactate"	76
"M_metargleu_c"	"Methionyl-Arginyl-Leucine"	0
"M_m02599c"	"N-methyl-4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline"	2
"M_m00902c"	"3-oxo-tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA"	0
"M_m02333s"	"lactose-6-phosphate"	0
"M_m01001c"	"4-hydroxyestrone-2-S-glutathione"	0
"M_3ohsebcoa_p"	"3-Hydroxy-Sebacoyl Coenzyme A"	0
"M_m02466m"	"mesaconyl-CoA"	0
"M_m01002c"	"4-hydroxyphenylacetaldehyde"	26
"M_m00903c"	"3-oxo-tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA"	0
"M_m01135c"	"5-S-glutathionyl-adrenochrome hydroquinone"	0
"M_m02465m"	"mesaconate"	77
"M_m02464c"	"mercaptopyruvate"	85
"M_m01265m"	"acrylyl-CoA"	20
"M_m01132c"	"5-phosphoribosylformylglycinamidine"	0
"M_m01398c"	"bilirubin-monoglucuronoside"	0
"M_hexdpencoa_m"	"2,4,7,10,13-Hexadecapentaenoyl Coenzyme A"	0
"M_m02596c"	"nLc8Cer"	0
"M_CE4824_r"	"Tetracosa-9,12,15,18,21-All-Cis-Pentaenoyl Coenzyme A"	0
"M_tddedi2coa_m"	"Trans2,6Dodecadienoyl Coenzyme A"	0
"M_m01133c"	"5-pp-inspP5"	35
"M_m01000c"	"4-hydroxyestrone"	47
"M_m02463r"	"memgacpail heparan sulfate"	0
"M_m00901c"	"3-oxo-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA"	0
"M_m02330g"	"lactoneotetraosylceramide"	0
"M_m00065c"	"(2E)-tetradecenoyl-[ACP]"	0
"M_15dmt_c"	"15-DMT or M-III, 15-O-desmethyl tacrolimus"	0
"M_2ddecdicoa_m"	"2,6-Dodecadienoyl Coenzyme A"	0
"M_m01263g"	"acgalfucgalacglcgal14acglcgalgluside heparan sulfate"	0
"M_m01130c"	"5-phosphoribosyl-4-carboxy-5-aminoimidazole"	9
"M_trpalapro_c"	"Tryptophanyl-Alanyl-Proline"	0
"M_m01131c"	"5-phosphoribosylamine"	2
"M_m01397c"	"bilirubin-bisglucuronoside"	64
"M_m00066m"	"(2E)-tetradecenoyl-CoA"	0
"M_m00199c"	"[protein]-L-citrulline"	0
"M_m02594c"	"nLc6Cer"	0
"M_m02593c"	"nLc5Cer"	0
"M_m01262g"	"acgalfuc12gal14acglcgalgluside heparan sulfate"	0
"M_3hpvstet_c"	"3'-S-hydroxy-pravastatin-tetranor"	0
"M_m02592c"	"nLc5Cer(G00051)"	0
"M_m00064c"	"(2E)-tetracosenoyl-CoA"	0
"M_m00197c"	"[protein]-L-arginine"	0
"M_m00194c"	"[protein C terminal]-S-farnesyl-L-cysteine"	0
"M_ei11ecoa_p"	"11-Eicosenoyl Coenzyme A"	0
"M_m00195c"	"[protein C terminal]-S-farnesyl-L-cysteine-methyl ester"	0
"M_5eipenc_c"	"5,8,11,14,17-Eicosapentenoic Acid"	0
"M_m01618c"	"cPMP"	15
"M_m01390c"	"beta-D-mannosyldiacetylchitobiosyldiphosphodolichol"	0
"M_docosahexcoa_m"	"3,7,10,13,16,19-Docosahexenoyl Coenzyme A"	0
"M_phepheasn_c"	"Phenylalanyl-Phenylalaninyl-Asparagine"	0
"M_asntyrthr_c"	"Asparaginyl-Tyrosyl-Threonine"	0
"M_m01391c"	"beta-GalNAc-globoside"	0
"M_gluthrlys_c"	"Glutamyl-Threonyl-Lysine"	0
"M_m02948l"	"sulfatide"	0
"M_m01749c"	"dTDP-6-deoxy-L-mannose"	63
"M_trpilelys_c"	"Tryptophanyl-Isoleucyl-Lysine"	0
"M_m01748c"	"dTDP-4-dehydro-6-deoxy-L-mannose"	0
"M_propropro_c"	"Prolyl-Prolyl-Proline"	0
"M_m00418c"	"17-peroxy-docosahexaenoate"	0
"M_m01747c"	"dTDP"	40
"M_m01614c"	"corticosterone"	0
"M_m00415c"	"17-hydroperoxy-H4-neuroprostane"	0
"M_m00548c"	"1-nitrosonaphthalene"	0
"M_4ohmdz_c"	"4-OH-midazolam"	0
"M_hexe3coa_m"	"3-Hexenoyl Coenzyme A"	0
"M_m01746c"	"D-tagatose-6-phosphate"	0
"M_m02811c"	"putreanine"	9
"M_m00416c"	"17-hydroxy-D4-neuroprostane"	0
"M_m00549c"	"1-organyl-2-lyso-sn-glycero-3-phosphocholine"	0
"M_m03042c"	"trichloroethanol glucuronide"	0
"M_pristcoa_c"	"Pristanoyl Coenzyme A"	0
"M_m00546c"	"1-nitronaphthalene-5,6-oxide"	0
"M_m01744c"	"D-serine"	20
"M_m01611g"	"core 6"	0
"M_profvscoa_c"	"des-isoproylpropionic-acid-fluvastatin-CoA"	0
"M_m00547c"	"1-nitronaphthalene-7,8-oxide"	0
"M_m00414c"	"17-HETE"	0
"M_m01743c"	"D-ribulose"	91
"M_leualaarg_c"	"Leucyl-Alanyl-Arginine"	0
"M_m00677c"	"2-trans,6-trans-farnesal"	18
"M_m02941c"	"stearoyl-CoA"	69
"M_m00544c"	"1-nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene"	0
"M_m00678c"	"2-trans-4-cis-decadienoyl-CoA"	4
"M_m00412c"	"17beta-estradiol-3,4-quinone"	0
"M_m00545c"	"1-nitronaphthalene"	75
"M_m02940c"	"stearoylcarnitine"	1
"M_m01874c"	"G00040"	0
"M_m00542c"	"1-nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene"	0
"M_3ivcrn_c"	"3-Hydroxy-Isovaleryl Carnitine"	0
"M_m00543c"	"1-nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene"	0
"M_m00410c"	"17beta-estradiol-2,3-quinone"	0
"M_m00676c"	"2-S-glutathionyl acetate"	0
"M_mdz_c"	"Midazolam"	0
"M_tyrasparg_c"	"Tyrosyl-Aspartyl-Arginine"	0
"M_m00673c"	"2-phenylacetamide"	60
"M_m00540c"	"1-nitro-5,6-dihydroxy-dihydronaphthalene"	0
"M_m_em_3gacpail_hs_r"	"Mannosyl-3-(Phosphoethanolaminyl-Mannosyl)-Glucosaminyl-Acylphosphatidylinositol (M4A))"	0
"M_m00674c"	"2-phospho-D-glycerate"	7
"M_m00541c"	"1-nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene"	0
"M_m02329c"	"lactaldehyde"	39
"M_3ocddcoa_c"	"3-Hydroxyoctadecadienoyl Coenzyme A"	0
"M_CE5162_c"	"Trans,Cis-2,9-Octadecadienoyl Coenzyme A"	0
"M_hislysala_c"	"Histidyl-Lysyl-Alanine"	0
"M_thrhishis_c"	"Threonyl-Histidinyl-Histidine"	0
"M_m02328c"	"LacCer pool"	0
"M_argarg_c"	"Arginyl-Arginine"	0
"M_m00672c"	"2-oxoglutaramate"	18
"M_dhglz_c"	"dehydro-gliclazide"	0
"M_tetdece1coa_c"	"Tetradecenoyl Coenzyme A"	0
"M_m02327m"	"L-4-hydroxyglutamate semialdehyde"	0
"M_m02459c"	"melatonin radical"	0
"M_m02326s"	"L-3-cyanoalanine"	54
"M_m00670c"	"2-oxoadipate"	67
"M_m02325c"	"L-3-amino-isobutanoate"	0
"M_m01259c"	"acetylcarnosine"	0
"M_m02457c"	"mead acid"	70
"M_m01124c"	"5-oxo-6-trans-LTB4"	0
"M_2m3hbu_c"	"2-Methyl-3-Hydroxy-Butyrate"	0
"M_m01257c"	"acetyl adenylate"	9
"M_3hibutcoa_m"	"(S)-3-Hydroxyisobutyryl Coenzyme A"	0
"M_m00059m"	"(2E)-octenoyl-CoA"	11
"M_m01258c"	"acetyl-[ACP]"	0
"M_m01125c"	"5-oxo-EPE"	0
"M_m02454c"	"mannose-1-phosphate"	31
"M_abt_D_c"	"D-Arabitol"	0
"M_alaargcys_c"	"Alanyl-Arginyl-Cysteine"	0
"M_4hatvacid_c"	"4-hydroxy-atorvastatin-acid / para-hydroxy-atorvastatin acid"	0
"M_m00057c"	"(2E)-octadecenoyl-CoA"	0
"M_dopa4sf_c"	"Dopamine 4-O-Sulphate"	0
"M_C06453_c"	"Methylcobalamin"	0
"M_m01122c"	"5-oxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA"	0
"M_m02321m"	"L-2-amino-3-oxobutanoic acid"	0
"M_thrargtyr_c"	"Threonyl-Arginyl-Tyrosine"	0
"M_m02320c"	"L-1-pyrroline-3-hydroxy-5-carboxylate"	0
"M_m00058c"	"(2E)-octenoyl-[ACP]"	0
"M_m01123c"	"5-oxo-12-HETE"	0
"M_m01389c"	"beta-D-glucose-6-phosphate"	10
"M_m02585c"	"nicotinate ribonucleotide"	51
"M_thrglnglu_c"	"Threonyl-Glutaminyl-Glutamate"	0
"M_m01120c"	"5-oxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA"	0
"M_m00188c"	"[methionine synthase]-cob(II)alamin"	0
"M_c81coa_c"	"Octenoyl Coenzyme A"	0
"M_m02584c"	"nicotinate D-ribonucleoside"	0
"M_m01121m"	"5-oxo-12(S)-hydroxy-eicosa-(2E,8E,10E,14Z)-tetraenoyl-CoA"	0
"M_m01254c"	"acetoacetyl-[ACP]"	0
"M_m00189c"	"[methionine synthase]-methylcob(I)alamin"	0
"M_m02451c"	"maltotetraose"	86
"M_m00053m"	"(2E)-hexenoyl-CoA"	0
"M_m01385c"	"beta-carotene"	0
"M_hismet_c"	"Histidyl-Methionine"	0
"M_argprothr_c"	"Arginyl-Prolyl-Threonine"	0
"M_m00184c"	"[ACP]"	0
"M_valserarg_c"	"Valyl-Seryl-Arginine"	0
"M_m01382c"	"beta-1,4-mannose-N-acetylglucosamine"	0
"M_m02808c"	"PS-LD pool"	0
"M_m02809c"	"psychosine sulfate"	0
"M_m00051c"	"(2E)-hexadecenoyl-CoA"	0
"M_m01609g"	"core 4"	0
"M_trpleuval_c"	"Tryptophanyl-Leucyl-Valine"	0
"M_m01250c"	"acetamidopropanal"	13
"M_m02807c"	"pseudouridine-5-phosphate"	10
"M_m02580c"	"N-hydroxy-1-aminonaphthalene"	0
"M_m00052c"	"(2E)-hexenoyl-[ACP]"	0
"M_m01608g"	"core 3"	0
"M_m00182m"	"(S)-hydroxyhexanoyl-CoA"	0
"M_leuasplys_c"	"Leucyl-Aspartyl-Lysine"	0
"M_23dh1i56dio_c"	"2,3-Dihydro-1H-Indole-5,6-Dione"	0
"M_dopa3glcur_c"	"Dopamine-3-O-Glucuronide"	0
"M_4glu56dihdind_c"	"4-S-Glutathionyl-5,6-Dihydroxyindoline"	0
"M_m01607g"	"core 2"	0
"M_m00183m"	"(S)-hydroxyoctanoyl-CoA"	0
"M_sulpacmp_c"	"sulphate-conjugate-acetaminophen"	0
"M_m00050c"	"(2E)-hexadecenoyl-[ACP]"	0
"M_cysglutrp_c"	"Cystyl-Glutamyl-Tryptophan"	0
"M_m01606c"	"coproporphyrinogen III"	36
"M_m02937s"	"starch structure 2"	0
"M_m00180c"	"(S)-dihydroorotate"	68
"M_3octdece1coa_c"	"3-Hydroxyoctadecenoyl Coenzyme A"	0
"M_m01738c"	"dopamine-O-quinone"	55
"M_m03168m"	"3-oxopropionyl-CoA"	0
"M_m01605c"	"coproporphyrinogen I"	0
"M_m02936s"	"starch structure 1"	0
"M_m00181c"	"(S)-hydroxydecanoyl-CoA"	3
"M_2octdectecoa_m"	"2,6,9,12-Octadecatetraenoyl Coenzyme A"	0
"M_m03035c"	"trans-3-decenoyl-CoA"	0
"M_m01737c"	"dopamine-3-O-sulfate"	45
"M_m00405c"	"17alpha,20alpha-dihydroxycholesterol"	0
"M_c8dc_c"	"Suberyl Carnitine"	0
"M_m03167c"	"5-Phosphonooxy-L-lysine"	0
"M_m02934m"	"S-succinyldihydrolipoamide"	0
"M_m01603c"	"coproporphyrin I"	78
"M_m03166c"	"sedoheptulose-1-phosphate"	0
"M_m00539c"	"1-naphthylamine"	0
"M_m00406c"	"17alpha,21-dihydroxypregnenolone"	1
"M_m02800c"	"prostaglandin-PGE2-glyceryl ester"	0
"M_m03165c"	"sedoheptulose"	42
"M_oxy7rb_c"	"oxypurinol-7-riboside"	1
"M_fvstet_c"	"des-isopropyl-dihydro-fluvastatin-tetranor"	0
"M_m00403c"	"16-hydroxyhexadecanoic acid"	2
"M_crvs_c"	"cerivastatin"	0
"M_m01734c"	"dolichyl-phosphate-D-mannose"	0
"M_asphiscys_c"	"Aspartyl-Histidyl-Cysteine"	0
"M_m00404c"	"16-peroxy-docosahexaenoate"	0
"M_m02932c"	"squalene 2,3-oxide"	88
"M_m00667m"	"2-methylglutaconyl-CoA"	0
"M_m01866c"	"G00006"	0
"M_m03163c"	"indole-5,6-quinone"	12
"M_m02931c"	"sphingosylphosphorylcholine"	0
"M_m00534c"	"1-lyso-2-arachidonoyl-phosphatidate"	0
"M_m02098c"	"hepoxilin B3"	0
"M_m01732c"	"dolichyl-diphosphate"	28
"M_m00402c"	"16-glucuronide-estriol"	31
"M_m02097c"	"hepoxilin A3-c"	0
"M_m00798p"	"3-hydroxypristanoyl-CoA"	0
"M_m01864c"	"G(5)pppR-RNA"	0
"M_m01731c"	"dolichyl-D-glucosyl-phosphate"	0
"M_tsacmsul_c"	"thiomethyl-sulphoxide-acetaminophen-sulphate"	0
"M_m03161c"	"glycogen"	0
"M_m00532c"	"1-hexadecylglycerol-3-phosphate"	0
"M_m02096c"	"hepoxilin A3"	87
"M_m00666m"	"2-methylglutaconic acid"	1
"M_m03160l"	"GM4"	0
"M_m01730c"	"dolichol"	0
"M_m01863c"	"fumarylacetoacetate"	11
"M_m00799c"	"3-hydroxypropionyl-CoA"	0
"M_m00533c"	"1-hydroperoxy-8-carboxyoctyl-3,4-epoxynon-(2E)-enyl-ether"	0
"M_CE2882_c"	"3,3,5-Triiodothyroacetate"	0
"M_m00663m"	"2-methylbutyryl-CoA"	0
"M_hxa_c"	"Hexanoate (N-C6:0)"	0
"M_m00530c"	"1D-myo-inositol-4-phosphate"	20
"M_sucaceto_c"	"Succinylacetone"	0
"M_m00664c"	"2-methylbutyrylglycine"	10
"M_trptyrgln_c"	"Tryptophanyl-Tyrosyl-Glutamine"	0
"M_desfvs_c"	"N-desisopropyl-fluvastatin"	0
"M_hislysthr_c"	"Histidyl-Lysyl-Threonine"	0
"M_m02319c"	"kynurenine"	94
"M_dectricoa_m"	"2,4,7-Decatrienoyl Coenzyme A"	0
"M_m00661c"	"2-methyl-3-oxopropanoate"	38
"M_m00662m"	"2-methylacetoacetyl-CoA"	3
"M_m02318c"	"kinetensin"	21
"M_c5dc_c"	"Glutaryl Carnitine"	23
"M_5ohfvs_c"	"5-hydroxy-fluvastatin"	0
"M_m01118c"	"5-oxo-(6E)-12-epi-LTB4"	0
"M_m02317s"	"kinetensin 4-8"	0
"M_m01119m"	"5-oxo-12(R)-hydroxy-eicosa-(2E,8E,10E,14Z)-tetraenoyl-CoA"	0
"M_m00660c"	"2-methoxyestrone"	73
"M_m00793c"	"3-hydroxyoctadecanoyl-CoA"	2
"M_m02448c"	"maltononaose"	4
"M_thrmetarg_c"	"Threonyl-Methionyl-Arginine"	0
"M_m02447c"	"maltohexaose"	81
"M_hisglylys_c"	"Histidyl-Lysyl-Lysine"	0
"M_thrserarg_c"	"Threonyl-Seryl-Arginine"	0
"M_m02314s"	"kinetensin 1-3"	0
"M_valprotrp_c"	"Valyl-Prolyl-Tryptophan"	0
"M_m02446c"	"maltoheptaose"	0
"M_m01114c"	"5-methyltetrahydropteroyltri-L-glutamate"	0
"M_hexgly_c"	"Hexanoyl-Glycine"	0
"M_m02445c"	"maltodecaose"	0
"M_valleuphe_c"	"Valyl-Leucyl-Phenylalanine"	0
"M_tiggly_c"	"Tiglyl Glycine"	0
"M_asnphecys_c"	"Asparaginyl-Phenylalanyl-Cysteine"	0
"M_am1c9cs_c"	"AM1c9 (cyclosporine)"	0
"M_m01248c"	"A2PE-H2"	0
"M_leugly_c"	"Leucyl-Glycine"	0
"M_m01112c"	"5-methoxyindoleacetate"	60
"M_m01378c"	"benzo[a]pyrene-7,8-oxide"	0
"M_m02443c"	"malonyl-carnitin"	0
"M_m02576c"	"N-formylmethionyl-tRNA"	0
"M_fvsgluc_r"	"fluvstatin-glucuronide"	0
"M_m01246c"	"9-peroxy-(5Z,7E,11Z,14Z)-eicosatetraenoate"	0
"M_m01379c"	"benzo[a]pyrene-9,10-oxide"	1
"M_m02442c"	"malonyl-[ACP]"	0
"M_m02575c"	"N-formyl-GAR"	16
"M_m01376c"	"benzo[a]pyrene-7,8-dihydrodiol-9,10-oxide"	0
"M_m00178c"	"(S)-3-hydroxytetradecanoyl-CoA"	0
"M_m01244c"	"9-O-acetylated-GD3"	0
"M_m01377c"	"benzo[a]pyrene-7,8-diol"	0
"M_m00179c"	"(S)-3-sulfolactate"	1
"M_m00043c"	"(2E)-eicosenoyl-CoA"	0
"M_argargmet_c"	"Arginyl-Arginyl-Metheonine"	0
"M_m01241c"	"9-hydroxybenzo[a]pyrene"	0
"M_am19cs_c"	"AM19 (cyclosporine)"	0
"M_phelyspro_c"	"Phenylalanyl-Lysyl-Proline"	0
"M_atvlacgluc_r"	"atorvastatin-lactone-ether-glucuronide / G3"	0
"M_protrplys_c"	"Prolyl-Tryptophanyl-Lysine"	0
"M_m01242c"	"9-hydroxybenzo[a]pyrene-4,5-oxide"	0
"M_m01375c"	"benzo[a]pyrene-4,5-oxide"	51
"M_CE5161_c"	"3(S)-Hydroxy-Cis-9-Octadecenoyl Coenzyme A"	0
"M_m00174c"	"(S)-3-hydroxydodecanoyl-CoA"	0
"M_m00041c"	"(2E)-dodecenoyl-[ACP]"	0
"M_lnlcACP_c"	"Linoleic Acid ACP (All Cis)"	0
"M_m00175m"	"(S)-3-hydroxyhexadecanoyl-CoA"	0
"M_argcysser_c"	"Arginyl-Cystinyl-Serine"	0
"M_m01240c"	"9-hydroxy-10-O-D-glucuronoside-(12Z)-octadecenoate"	0
"M_m03029c"	"trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA"	0
"M_m02570c"	"neuromedin N"	0
"M_m00042c"	"(2E)-dodecenoyl-CoA"	0
"M_glyc2p_c"	"Glycerol 2-Phosphate"	0
"M_m03028p"	"trans-2-all-cis-6,9,12,15,18-tetracosahexaenoyl-CoA"	0
"M_tyrargser_c"	"Tyrosyl-Arginyl-Serine"	0
"M_m02929c"	"sphingosine"	0
"M_m03027p"	"trans-2,3-dehydropristanoyl-CoA"	0
"M_csa_c"	"cyclosporine"	0
"M_m00173m"	"(S)-3-hydroxybutyryl-CoA"	3
"M_m02928c"	"sphinganine-1-phosphate"	82
"M_m01729c"	"dodecanoylcarnitine"	12
"M_noncoa_m"	"Nonanoyl Coenzyme A"	0
"M_phephe_c"	"Phenylalanyl-Phenylalanine"	0
"M_phacgly_c"	"Phenylacetylglycine_phacgly"	0
"M_glumet_c"	"Glutamyl-Methionine"	0
"M_m01728c"	"dodecanoyl-[ACP]"	0
"M_docohexcoa_m"	"2,4,7,10,13,16-Docosahexenoyl Coenzyme A"	0
"M_m00171m"	"(S)-3-hydroxy-2-methylbutyryl-CoA"	0
"M_m03158c"	"zymosterol"	85
"M_m00528c"	"1D-myo-inositol-3,4-bisphosphate"	14
"M_m02925c"	"spermine monoaldehyde"	0
